category,model,brand,series,data_level,title,url,tag,content,date,_index,relevant,label
CPU,Intel i3-14100,Intel,i3,型號,[請益] I3-14100到底可不可以買?,https://www.ptt.cc/bbs/PC_Shopping/M.1758464494.A.AEC.html,→,這個香，真的不啟動也應該買12400F,09/22/2025,335,True,正評
CPU,Intel i3-14100,Intel,i3,型號,[請益] I3-14100到底可不可以買?,https://www.ptt.cc/bbs/PC_Shopping/M.1758464494.A.AEC.html,→,爛主板+雜牌記憶體而且還超爛時脈+超爛,09/22/2025,341,True,負評
CPU,Intel i3-14100,Intel,i3,型號,[請益] I3-14100到底可不可以買?,https://www.ptt.cc/bbs/PC_Shopping/M.1758464494.A.AEC.html,→,買電子垃圾也買表面規格好看點的,09/22/2025,345,True,負評
CPU,Intel i3-14100,Intel,i3,型號,[請益] I3-14100到底可不可以買?,https://www.ptt.cc/bbs/PC_Shopping/M.1758464494.A.AEC.html,推,124F屌打 然後藝人店有組搭B760M Gaming,09/22/2025,349,True,正評
CPU,Intel i3-14100,Intel,i3,型號,[請益] I3-14100到底可不可以買?,https://www.ptt.cc/bbs/PC_Shopping/M.1758464494.A.AEC.html,推,不追求效能 你有多少預算就買多少的,09/22/2025,352,True,中立
CPU,Intel i3-14100,Intel,i3,型號,[請益] I3-14100到底可不可以買?,https://www.ptt.cc/bbs/PC_Shopping/M.1758464494.A.AEC.html,推,可以 其實你心裡也有答案了 就買吧,09/22/2025,355,True,正評
CPU,Intel i3-14100,Intel,i3,型號,[請益] I3-14100到底可不可以買?,https://www.ptt.cc/bbs/PC_Shopping/M.1758464494.A.AEC.html,推,5050性價比高 再上去就5060ti 16g了,09/22/2025,356,True,中立
CPU,Intel i3-14100,Intel,i3,型號,[請益] I3-14100到底可不可以買?,https://www.ptt.cc/bbs/PC_Shopping/M.1758464494.A.AEC.html,→,了，但沒意義，多花錢效能不見得比d4強，,09/22/2025,364,True,負評
CPU,Intel i3-14100,Intel,i3,型號,[請益] I3-14100到底可不可以買?,https://www.ptt.cc/bbs/PC_Shopping/M.1758464494.A.AEC.html,推,用U不疑，疑U不用,09/22/2025,366,True,中立
CPU,Intel i3-14100,Intel,i3,型號,[請益] I3-14100到底可不可以買?,https://www.ptt.cc/bbs/PC_Shopping/M.1758464494.A.AEC.html,推,寧願買12400……,09/22/2025,367,True,負評
CPU,Intel i3-14100,Intel,i3,型號,[請益] I3-14100到底可不可以買?,https://www.ptt.cc/bbs/PC_Shopping/M.1758464494.A.AEC.html,→,"i3我覺得沒差,你喜歡就買",09/22/2025,373,True,中立
CPU,Intel i3-14100,Intel,i3,型號,[請益] I3-14100到底可不可以買?,https://www.ptt.cc/bbs/PC_Shopping/M.1758464494.A.AEC.html,推,結論看下來，你直接原單買不就好了。,09/22/2025,374,True,正評
CPU,Intel i3-14100,Intel,i3,型號,[請益] I3-14100到底可不可以買?,https://www.ptt.cc/bbs/PC_Shopping/M.1758464494.A.AEC.html,推,你別再問了 可以直接下單了,09/22/2025,377,True,正評
CPU,Intel i3-14100,Intel,i3,型號,[請益] I3-14100到底可不可以買?,https://www.ptt.cc/bbs/PC_Shopping/M.1758464494.A.AEC.html,→,這單很ok啊，直接下單吧,09/22/2025,381,True,正評
CPU,Intel i3-14100,Intel,i3,型號,[請益] I3-14100到底可不可以買?,https://www.ptt.cc/bbs/PC_Shopping/M.1758464494.A.AEC.html,推,就照你這樣配啊，超讚的不是,09/22/2025,384,True,正評
CPU,Intel i3-14100,Intel,i3,型號,[請益] I3-14100到底可不可以買?,https://www.ptt.cc/bbs/PC_Shopping/M.1758464494.A.AEC.html,→,但維修風險增加，自己選吧,09/22/2025,388,True,中立
CPU,Intel i3-14100,Intel,i3,型號,[請益] I3-14100到底可不可以買?,https://www.ptt.cc/bbs/PC_Shopping/M.1758464494.A.AEC.html,→,然後你要跑AI真的還不如買3060,09/22/2025,411,True,中立
CPU,Intel i3-14100,Intel,i3,型號,[請益] I3-14100到底可不可以買?,https://www.ptt.cc/bbs/PC_Shopping/M.1758464494.A.AEC.html,→,那你就不應該買新的,09/22/2025,416,True,負評
CPU,Intel i3-14100,Intel,i3,型號,[請益] I3-14100到底可不可以買?,https://www.ptt.cc/bbs/PC_Shopping/M.1758464494.A.AEC.html,→,別懷疑.你那套被嫌爛的配置夠跑8成遊戲了,09/22/2025,425,True,中立
CPU,Intel i3-14100,Intel,i3,型號,[請益] I3-14100到底可不可以買?,https://www.ptt.cc/bbs/PC_Shopping/M.1758464494.A.AEC.html,→,這個跑AI應該比較好吧？且也較便宜些,09/22/2025,446,True,中立
CPU,Intel i3-14100,Intel,i3,型號,[請益] I3-14100到底可不可以買?,https://www.ptt.cc/bbs/PC_Shopping/M.1758464494.A.AEC.html,→,不漂亮。所以有的是覺得再多存些加錢買,09/22/2025,458,True,負評
CPU,Intel i3-14100,Intel,i3,型號,[請益] I3-14100到底可不可以買?,https://www.ptt.cc/bbs/PC_Shopping/M.1758464494.A.AEC.html,→,價格對了 沒什麼是不能買的,09/22/2025,470,True,正評
CPU,Intel i3-14100,Intel,i3,型號,[請益] I3-14100到底可不可以買?,https://www.ptt.cc/bbs/PC_Shopping/M.1758464494.A.AEC.html,→,124F都比這便宜了 怎會挑141,09/22/2025,471,True,負評
CPU,Intel i3-14100,Intel,i3,型號,[請益] I3-14100到底可不可以買?,https://www.ptt.cc/bbs/PC_Shopping/M.1758464494.A.AEC.html,推,看預算、用途，14100是可以買的,09/22/2025,476,True,中立
CPU,Intel i3-14100,Intel,i3,型號,[請益] I3-14100到底可不可以買?,https://www.ptt.cc/bbs/PC_Shopping/M.1758464494.A.AEC.html,→,千，而且gpu弱是會等比較久，但vram不,09/22/2025,481,True,中立
CPU,Intel i3-14100,Intel,i3,型號,[請益] I3-14100到底可不可以買?,https://www.ptt.cc/bbs/PC_Shopping/M.1758464494.A.AEC.html,→,夠是直接不給跑，共用記憶體又卡pcie速,09/22/2025,482,True,負評
CPU,Intel i3-14100,Intel,i3,型號,[請益] I3-14100到底可不可以買?,https://www.ptt.cc/bbs/PC_Shopping/M.1758464494.A.AEC.html,→,更高cp值，只是現在時代已經變了，廠商更,09/22/2025,486,True,中立
CPU,Intel i3-14100,Intel,i3,型號,[請益] I3-14100到底可不可以買?,https://www.ptt.cc/bbs/PC_Shopping/M.1758464494.A.AEC.html,→,換週期真的短得誇張,09/22/2025,490,True,中立
CPU,Intel i3-14100,Intel,i3,型號,[請益] I3-14100到底可不可以買?,https://www.ptt.cc/bbs/PC_Shopping/M.1758464494.A.AEC.html,推,中低階找二手的會很划算 很多人低價在賣,09/22/2025,491,True,中立
CPU,Intel i3-14100,Intel,i3,型號,[請益] I3-14100到底可不可以買?,https://www.ptt.cc/bbs/PC_Shopping/M.1758464494.A.AEC.html,噓,很棒啊，就照你原本的單買就好啦，反,09/22/2025,496,True,正評
CPU,Intel i3-14100,Intel,i3,型號,[請益] I3-14100到底可不可以買?,https://www.ptt.cc/bbs/PC_Shopping/M.1758464494.A.AEC.html,→,鏟薯條，就什麼問題都沒了,09/23/2025,511,True,正評
CPU,Intel i5-12400,Intel,i5,型號(情報),[情報] autobuy 12400F組合5499,https://www.ptt.cc/bbs/PC_Shopping/M.1745760130.A.3B2.html,推,12400的優點不就12代跟內顯,04/27/2025,518,True,中立
CPU,Intel i5-12400,Intel,i5,型號(情報),[情報] autobuy 12400F組合5499,https://www.ptt.cc/bbs/PC_Shopping/M.1745760130.A.3B2.html,推,12400 配個好點的顯卡也很能跑,04/27/2025,519,True,正評
CPU,Intel i5-12400,Intel,i5,型號(情報),[情報] autobuy 12400F組合5499,https://www.ptt.cc/bbs/PC_Shopping/M.1745760130.A.3B2.html,→,5499也沒啥好嫌惹,04/27/2025,520,True,中立
CPU,Intel i5-12400,Intel,i5,型號(情報),[情報] autobuy 12400F組合5499,https://www.ptt.cc/bbs/PC_Shopping/M.1745760130.A.3B2.html,→,12400贏5600GT的地方只有AV1，用不到AV,04/27/2025,524,True,中立
CPU,Intel i5-12400,Intel,i5,型號(情報),[情報] autobuy 12400F組合5499,https://www.ptt.cc/bbs/PC_Shopping/M.1745760130.A.3B2.html,→,信仰不可才建議12400。,04/27/2025,526,True,中立
CPU,Intel i5-12400,Intel,i5,型號(情報),[情報] autobuy 12400F組合5499,https://www.ptt.cc/bbs/PC_Shopping/M.1745760130.A.3B2.html,→,有需要內顯的，可以考慮,04/27/2025,531,True,中立
CPU,Intel i5-12400,Intel,i5,型號(情報),[情報] autobuy 12400F組合5499,https://www.ptt.cc/bbs/PC_Shopping/M.1745760130.A.3B2.html,→,5700G跑一些遊戲可以，12400那內顯除了一y,04/27/2025,533,True,中立
CPU,Intel i5-12400,Intel,i5,型號(情報),[情報] autobuy 12400F組合5499,https://www.ptt.cc/bbs/PC_Shopping/M.1745760130.A.3B2.html,推,12400內顯可能也不太行了，YT直播竟然,04/27/2025,536,True,中立
CPU,Intel i5-12400,Intel,i5,型號(情報),[情報] autobuy 12400F組合5499,https://www.ptt.cc/bbs/PC_Shopping/M.1745760130.A.3B2.html,→,"Intel 內顯看影片還可以, 遊戲就別想了",04/27/2025,539,True,中立
CPU,Intel i5-12400,Intel,i5,型號(情報),[情報] autobuy 12400F組合5499,https://www.ptt.cc/bbs/PC_Shopping/M.1745760130.A.3B2.html,推,這張板供電只有三相，不一定能跑滿I5喔,04/27/2025,540,True,負評
CPU,Intel i5-12400,Intel,i5,型號(情報),[情報] autobuy 12400F組合5499,https://www.ptt.cc/bbs/PC_Shopping/M.1745760130.A.3B2.html,→,三相鎖65W 那不就連12100都沒辦法跑,04/27/2025,544,True,負評
CPU,Intel i5-12400,Intel,i5,型號(情報),[情報] autobuy 12400F組合5499,https://www.ptt.cc/bbs/PC_Shopping/M.1745760130.A.3B2.html,→,就算不鎖，三相的好像有時連跑65W都會降,04/27/2025,546,True,負評
CPU,Intel i5-12400,Intel,i5,型號(情報),[情報] autobuy 12400F組合5499,https://www.ptt.cc/bbs/PC_Shopping/M.1745760130.A.3B2.html,推,12400內顯在4K螢幕看youtube都會卡...,04/27/2025,548,True,負評
CPU,Intel i5-12400,Intel,i5,型號(情報),[情報] autobuy 12400F組合5499,https://www.ptt.cc/bbs/PC_Shopping/M.1745760130.A.3B2.html,→,沒道理會卡啊==,04/27/2025,552,True,中立
CPU,Intel i5-12400,Intel,i5,型號(情報),[情報] autobuy 12400F組合5499,https://www.ptt.cc/bbs/PC_Shopping/M.1745760130.A.3B2.html,推,UHD730別的不說 編解碼還是強的吧 理論上,04/27/2025,553,True,中立
CPU,Intel i5-12400,Intel,i5,型號(情報),[情報] autobuy 12400F組合5499,https://www.ptt.cc/bbs/PC_Shopping/M.1745760130.A.3B2.html,推,我用12400內顯看yt直播和4K沒卡阿,04/28/2025,560,True,正評
CPU,Intel i5-12400,Intel,i5,型號(情報),[情報] autobuy 12400F組合5499,https://www.ptt.cc/bbs/PC_Shopping/M.1745760130.A.3B2.html,推,Intel內顯有支援av1不太可能卡啊,04/28/2025,561,True,中立
CPU,Intel i5-12400,Intel,i5,型號(情報),[情報] autobuy 12400F組合5499,https://www.ptt.cc/bbs/PC_Shopping/M.1745760130.A.3B2.html,推,12代最有價值就是它的內顯AV1解碼,04/28/2025,565,True,正評
CPU,Intel i5-12400,Intel,i5,型號(情報),[情報] autobuy 12400F組合5499,https://www.ptt.cc/bbs/PC_Shopping/M.1745760130.A.3B2.html,→,"但可以直接玩1080p遊戲,有玩遊戲可買",04/28/2025,568,True,正評
CPU,Intel i5-12400,Intel,i5,型號(情報),[情報] autobuy 12400F組合5499,https://www.ptt.cc/bbs/PC_Shopping/M.1745760130.A.3B2.html,推,還有UHD730有時候HEVC硬體加速會用不了,04/28/2025,569,True,中立
CPU,Intel i5-12400,Intel,i5,型號(情報),[情報] autobuy 12400F組合5499,https://www.ptt.cc/bbs/PC_Shopping/M.1745760130.A.3B2.html,推,實測 H610 和 B660 配 12400 效能差不多,04/28/2025,572,True,中立
CPU,Intel i5-12400,Intel,i5,型號(情報),[情報] autobuy 12400F組合5499,https://www.ptt.cc/bbs/PC_Shopping/M.1745760130.A.3B2.html,→,因為正常狀況耗電量不會超過 65W 很多,04/28/2025,573,True,中立
CPU,Intel i5-12400,Intel,i5,型號(情報),[情報] autobuy 12400F組合5499,https://www.ptt.cc/bbs/PC_Shopping/M.1745760130.A.3B2.html,→,但是跑起來溫度天差地遠 應該會影響壽命,04/28/2025,574,True,負評
CPU,Intel i5-12400,Intel,i5,型號(情報),[情報] autobuy 12400F組合5499,https://www.ptt.cc/bbs/PC_Shopping/M.1745760130.A.3B2.html,→,光是VRM會熱到七八十度很多人就不會買了,04/29/2025,577,True,負評
CPU,Intel i5-12400,Intel,i5,型號(情報),[情報] autobuy 12400F組合5499,https://www.ptt.cc/bbs/PC_Shopping/M.1745760130.A.3B2.html,→,又不是真的差多少錢 而且多的功能還有用,04/29/2025,578,True,中立
CPU,Intel i5-12400,Intel,i5,型號(情報),[情報] autobuy 12400F組合5499,https://www.ptt.cc/bbs/PC_Shopping/M.1745760130.A.3B2.html,→,12400有二種核心 抽到H0核心的功耗會低一點,04/29/2025,579,True,中立
CPU,Intel i5-12400,Intel,i5,型號(情報),[情報] autobuy 12400F組合5499,https://www.ptt.cc/bbs/PC_Shopping/M.1745760130.A.3B2.html,推,12400真是一代神U，便宜又好用，配一張好,04/29/2025,580,True,正評
CPU,Intel i5-12400,Intel,i5,型號(情報),[情報] autobuy 12400F組合5499,https://www.ptt.cc/bbs/PC_Shopping/M.1745760130.A.3B2.html,推,12400看yt都卡一定有其他問題啦，那個,04/29/2025,582,True,負評
CPU,Intel i5-12400,Intel,i5,型號(情報),[情報] autobuy 12400F組合5499,https://www.ptt.cc/bbs/PC_Shopping/M.1745760130.A.3B2.html,→,等級的內顯看4k影片是夠力的,04/29/2025,583,True,正評
CPU,Intel i5-12400,Intel,i5,型號,[請益] i5-12400+技嘉4070s eagle 電供抉擇,https://www.ptt.cc/bbs/PC_Shopping/M.1739379932.A.AF7.html,→,你CPU也只是12400 650W很夠用啦,02/13/2025,590,True,中立
CPU,Intel i5-12400,Intel,i5,型號,[請益] i5-12400+技嘉4070s eagle 電供抉擇,https://www.ptt.cc/bbs/PC_Shopping/M.1739379932.A.AF7.html,推,12400遊戲時跑不到70W，4070S不到250W，,02/13/2025,598,True,中立
CPU,Intel i5-12400,Intel,i5,型號,[請益] i5-12400+技嘉4070s eagle 電供抉擇,https://www.ptt.cc/bbs/PC_Shopping/M.1739379932.A.AF7.html,推,136k+4070s 全開大概440w,02/13/2025,612,True,中立
CPU,Intel i5-12400,Intel,i5,型號,[請益] i5-12400+技嘉4070s eagle 電供抉擇,https://www.ptt.cc/bbs/PC_Shopping/M.1739379932.A.AF7.html,→,推的 原po才用12400很安全,02/13/2025,621,True,中立
CPU,Intel i5-12400,Intel,i5,型號,[請益] i5-12400+技嘉4070s eagle 電供抉擇,https://www.ptt.cc/bbs/PC_Shopping/M.1739379932.A.AF7.html,→,可以了啦 我12400+4070用gx550沒壓力,02/13/2025,623,True,正評
CPU,Intel i5-12400,Intel,i5,型號,[請益] i5-12400+技嘉4070s eagle 電供抉擇,https://www.ptt.cc/bbs/PC_Shopping/M.1739379932.A.AF7.html,→,0w 8pin線x2推，MHW開2k只有90幾幀，後,02/13/2025,632,True,負評
CPU,Intel i5-12400,Intel,i5,型號,[請益] i5-12400+技嘉4070s eagle 電供抉擇,https://www.ptt.cc/bbs/PC_Shopping/M.1739379932.A.AF7.html,→,來電供壞了換1000w結果幀數直接爆到144,02/13/2025,633,True,正評
CPU,Intel i5-12400,Intel,i5,型號,[請益] i5-12400+技嘉4070s eagle 電供抉擇,https://www.ptt.cc/bbs/PC_Shopping/M.1739379932.A.AF7.html,→,CPU 65W 算些其他雜七雜八的 應該是ok,02/13/2025,636,True,中立
CPU,Intel i5-12400,Intel,i5,型號,[請益] i5-12400+技嘉4070s eagle 電供抉擇,https://www.ptt.cc/bbs/PC_Shopping/M.1739379932.A.AF7.html,→,intel的U要再加一點就是 不過預估也是夠,02/13/2025,637,True,中立
CPU,Intel i5-12400,Intel,i5,型號,[請益] i5-12400+技嘉4070s eagle 電供抉擇,https://www.ptt.cc/bbs/PC_Shopping/M.1739379932.A.AF7.html,推,不用 跑魔物獵人 全開也才150瓦左右,02/14/2025,644,True,中立
CPU,Intel i5-12400,Intel,i5,型號,[閒聊] 12400T oc 4.8G@140.7mhz 沒縮缸,https://www.ptt.cc/bbs/PC_Shopping/M.1730559956.A.17A.html,→,雖然這片的良率有點抖。,11/02/2024,654,True,中立
CPU,Intel i5-12400,Intel,i5,型號,[閒聊] 12400T oc 4.8G@140.7mhz 沒縮缸,https://www.ptt.cc/bbs/PC_Shopping/M.1730559956.A.17A.html,推,Deskmini的供電都抓的剛剛好 超頻真的不,11/02/2024,656,True,中立
CPU,Intel i5-12400,Intel,i5,型號,[閒聊] 12400T oc 4.8G@140.7mhz 沒縮缸,https://www.ptt.cc/bbs/PC_Shopping/M.1730559956.A.17A.html,→,4.8超太小力了，直上5G吧,11/02/2024,657,True,中立
CPU,Intel i5-12400,Intel,i5,型號,[閒聊] 12400T oc 4.8G@140.7mhz 沒縮缸,https://www.ptt.cc/bbs/PC_Shopping/M.1730559956.A.17A.html,推,1.2v 4.8g的12400是什麼神仙體質,11/02/2024,658,True,正評
CPU,Intel i5-12400,Intel,i5,型號,[閒聊] 12400T oc 4.8G@140.7mhz 沒縮缸,https://www.ptt.cc/bbs/PC_Shopping/M.1730559956.A.17A.html,→,有一說是12th不會縮只是參數拉不夠高,11/03/2024,668,True,中立
CPU,Intel i5-12400,Intel,i5,型號(情報),[情報] Intel i5-12400F $3580平輸/3690公司,https://www.ptt.cc/bbs/PC_Shopping/M.1725434402.A.9D7.html,→,"存值得買的, 畢竟便宜治百病",09/04/2024,693,True,正評
CPU,Intel i5-12400,Intel,i5,型號(情報),[情報] Intel i5-12400F $3580平輸/3690公司,https://www.ptt.cc/bbs/PC_Shopping/M.1725434402.A.9D7.html,推,專打3A 4k的電玩機可以考慮 反正運算壓力,09/04/2024,703,True,中立
CPU,Intel i5-12400,Intel,i5,型號(情報),[情報] Intel i5-12400F $3580平輸/3690公司,https://www.ptt.cc/bbs/PC_Shopping/M.1725434402.A.9D7.html,→,"12400沒同步降價差評, 合理價$4390",09/04/2024,706,True,中立
CPU,Intel i5-12400,Intel,i5,型號(情報),[情報] Intel i5-12400F $3580平輸/3690公司,https://www.ptt.cc/bbs/PC_Shopping/M.1725434402.A.9D7.html,→,多七百買個內顯。,09/04/2024,714,True,中立
